com_name,N,continent,month
Lesser Whistling-Duck,1,North America,jul2023
Bush Thick-knee,5,North America,jul2023
Richard's Pipit,5,North America,jul2023
Ferruginous Antbird,14,North America,jul2023
Common True Katydid,1163,North America,jul2023
Vervain Hummingbird,5,North America,jul2023
Cinereous Tinamou,4,North America,jul2023
Eastern Narrow-mouthed Toad,1032,North America,jul2023
Swallow Tanager,9,North America,jul2023
Chestnut-crowned Antpitta,6,North America,jul2023
Say's Trig,1421,North America,jul2023
Aquatic Warbler,1,North America,jul2023
Eurasian Pygmy-Owl,13,North America,jul2023
Gray Silky-flycatcher,5,North America,jul2023
African Broadbill,2,North America,jul2023
Yellow-wattled Lapwing,3,North America,jul2023
Magellanic Woodpecker,6,North America,jul2023
Yellow-footed Gull,2,North America,jul2023
Mascarene Martin,5,North America,jul2023
Chestnut-naped Antpitta,8,North America,jul2023
Velvet-fronted Nuthatch,3,North America,jul2023
Eurasian Sparrowhawk,8,North America,jul2023
Cetti's Warbler,3,North America,jul2023
Fan-tailed Warbler,2,North America,jul2023
Chestnut-headed Tanager,30,North America,jul2023
Pin-tailed Whydah,1,North America,jul2023
Plain Prinia,14,North America,jul2023
Yellow-throated Tanager,2,North America,jul2023
Ferruginous Pygmy-Owl,6,North America,jul2023
Andean Pygmy-Owl,10,North America,jul2023
Cuban Vireo,1,North America,jul2023
Malayan Night-Heron,1,North America,jul2023
Black-collared Jay,15,North America,jul2023
Black-billed Mountain-Toucan,2,North America,jul2023
Blue-and-yellow Macaw,5,North America,jul2023
Blue-banded Toucanet,13,North America,jul2023
Indigo Macaw,4,North America,jul2023
Brown-necked Raven,26,North America,jul2023
Brown Violetear,2,North America,jul2023
Gray-browed Brushfinch,26,North America,jul2023
Jamaican Crow,2,North America,jul2023
White-breasted Woodswallow,13,North America,jul2023
Little Tern,2,North America,jul2023
Streaked Spiderhunter,1,North America,jul2023
Collared Finchbill,2,North America,jul2023
Plush-crested Jay,4,North America,jul2023
Gray-crowned Rosy-Finch,405,North America,jul2023
Ryukyu Robin,1,North America,jul2023
Madagascar Bulbul,9,North America,jul2023
Plumbeous Hawk,451,North America,jul2023
Water Pipit,10,North America,jul2023
Nicaraguan Grackle,1,North America,jul2023
American Golden-Plover,2,North America,jul2023
Pied Cuckoo,54,North America,jul2023
Middendorff's Grasshopper Warbler,99,North America,jul2023
Musk Lorikeet,5,North America,jul2023
Roadside Hawk,5,North America,jul2023
Black-chested Buzzard-Eagle,1,North America,jul2023
Violet-tailed Sylph,1,North America,jul2023
Manx Shearwater,4,North America,jul2023
Flame-colored Tanager,28,North America,jul2023
Cuban Pewee,90,North America,jul2023
Broad-billed Tody,299,North America,jul2023
Berylline Hummingbird,1434,North America,jul2023
Greater Antillean Grackle,6,North America,jul2023
Black-chinned Sparrow,3,North America,jul2023
White-winged Swallow,11,North America,jul2023
Short-eared Owl,12,North America,jul2023
Lined Forest-Falcon,1,North America,jul2023
Olive-backed Woodpecker,3,North America,jul2023
Laced Woodpecker,6,North America,jul2023
Lesser Kestrel,7,North America,jul2023
Black-and-orange Flycatcher,1,North America,jul2023
Dusky Moorhen,7,North America,jul2023
Buff-breasted Sandpiper,32,North America,jul2023
White-tailed Kite,12,North America,jul2023
White-browed Piculet,1,North America,jul2023
Whiskered Yuhina,2,North America,jul2023
Great Crested Grebe,24,North America,jul2023
Central American Pygmy-Owl,1,North America,jul2023
Rusty-faced Parrot,2,North America,jul2023
Black Kite,10,North America,jul2023
Toucan Barbet,2,North America,jul2023
Common Rosefinch,6,North America,jul2023
Perija Brushfinch,3,North America,jul2023
Red-faced Spinetail,2,North America,jul2023
White-necked Jacobin,3,North America,jul2023
Maroon-chested Ground Dove,12,North America,jul2023
Cuban Blackbird,1,North America,jul2023
Mexican Chickadee,12,North America,jul2023
Rusty Sparrow,2,North America,jul2023
White-cheeked Tody-Flycatcher,470,North America,jul2023
Green Broadbill,1,North America,jul2023
Jerdon's Baza,4172,North America,jul2023
Greenish Schiffornis,1,North America,jul2023
Black-cheeked Warbler,4,North America,jul2023
Dartford Warbler,3,North America,jul2023
Golden Whistler,4,North America,jul2023
Samoan Starling,3,North America,jul2023
Glossy Flowerpiercer,2,North America,jul2023
Lidth's Jay,3,North America,jul2023
Blue-and-white Flycatcher,3,North America,jul2023
Rainbow Lorikeet,5,North America,jul2023
Austral Blackbird,9,North America,jul2023
El Oro Parakeet,211,North America,jul2023
Puerto Rican Woodpecker,1,North America,jul2023
Spot-necked Babbler,3,North America,jul2023
Minas Gerais Tyrannulet,360,North America,jul2023
Yellow-billed Oxpecker,292,North America,jul2023
Tricolored Blackbird,13,North America,jul2023
Russet Sparrow,1,North America,jul2023
Cinnamon-throated Woodcreeper,2,North America,jul2023
House Bunting,1,North America,jul2023
White-capped Tanager,2,North America,jul2023
Buff-bellied Hummingbird,7,North America,jul2023
Red-bellied Grackle,1,North America,jul2023
Montane Woodcreeper,1,North America,jul2023
White-throated Antpitta,24,North America,jul2023
Rufous-tailed Hummingbird,4,North America,jul2023
Gray-and-gold Warbler,1,North America,jul2023
Band-backed Wren,26,North America,jul2023
Chinstrap Penguin,1,North America,jul2023
Striped Chorus Frog,3,North America,jul2023
Common Redshank,6,North America,jul2023
Eurasian Crag-Martin,7,North America,jul2023
Gilded Hummingbird,5,North America,jul2023
Himalayan Owl,13,North America,jul2023
Sharpe's Akalat,3,North America,jul2023
Colima Pygmy-Owl,6,North America,jul2023
Brown Emutail,4,North America,jul2023
Steere's Liocichla,2,North America,jul2023
Black-faced Dacnis,6,North America,jul2023
Ferruginous Flycatcher,180,North America,jul2023
Violaceous Euphonia,6,North America,jul2023
Crimson-fronted Parakeet,1,North America,jul2023
Puerto Rican Tody,1,North America,jul2023
Uniform Finch,24,North America,jul2023
Brown Boobook,9,North America,jul2023
Pine Woods Treefrog,4,North America,jul2023
Island Canary,2,North America,jul2023
Senegal Coucal,1,North America,jul2023
Chestnut-throated Huet-huet,1,North America,jul2023
River Warbler,2,North America,jul2023
Black-capped Donacobius,11,North America,jul2023
Lance-tailed Manakin,4,North America,jul2023
Rose-throated Tanager,8,North America,jul2023
Hoatzin,4,North America,jul2023
Solitary Black Cacique,16,North America,jul2023
Lesser Black-backed Gull,5,North America,jul2023
Chestnut-crowned Gnateater,2,North America,jul2023
Olive-striped Flycatcher,25,North America,jul2023
Black-goggled Tanager,3,North America,jul2023
Chopi Blackbird,1,North America,jul2023
Roseate Tern,2,North America,jul2023
Unstreaked Tit-Tyrant,2,North America,jul2023
Yellow-tufted Pipit,2,North America,jul2023
Eastern Yellow Robin,4,North America,jul2023
Creamy-crested Spinetail,2,North America,jul2023
Cassia Crossbill,4,North America,jul2023
Greater Short-toed Lark,2,North America,jul2023
Smoke-colored Pewee,13,North America,jul2023
Three-striped Warbler,6,North America,jul2023
Great Lizard-Cuckoo,2,North America,jul2023
Hazel Grouse,1,North America,jul2023
Black Flowerpiercer,3,North America,jul2023
White-crowned Pigeon,4,North America,jul2023
Cory's Shearwater,4,North America,jul2023
Pectoral Sandpiper,26,North America,jul2023
Western Spindalis,4,North America,jul2023
Hyacinth Macaw,6,North America,jul2023
Australian Magpie,11,North America,jul2023
Northern Red Bishop,1,North America,jul2023
Gray-headed Canary-Flycatcher,3,North America,jul2023
Hooded Grosbeak,13,North America,jul2023
Indian Golden Oriole,10,North America,jul2023
Dusky-legged Guan,3,North America,jul2023
Yellow-naped Parrot,18,North America,jul2023
Pacific Imperial-Pigeon,34,North America,jul2023
Purple Heron,10,North America,jul2023
Short-billed Gull,5,North America,jul2023
Morepork,21,North America,jul2023
Eastern Whipbird,4,North America,jul2023
Wilson's Bird-of-Paradise,2,North America,jul2023
Magnificent Frigatebird,4,North America,jul2023
Eurasian Three-toed Woodpecker,2,North America,jul2023
Andean Guan,8,North America,jul2023
Zone-tailed Hawk,1,North America,jul2023
Common Scoter,36,North America,jul2023
Van Hasselt's Sunbird,1,North America,jul2023
Gray Peacock-Pheasant,1,North America,jul2023
Fuscous Flycatcher,1,North America,jul2023
Golden-rumped Euphonia,1,North America,jul2023
Purple Sandpiper,36,North America,jul2023
Malaysian Pied-Fantail,7,North America,jul2023
Fulvous-crested Tanager,2,North America,jul2023
Long-tailed Myna,5,North America,jul2023
Coopmans's Elaenia,3,North America,jul2023
Yucatan Vireo,2,North America,jul2023
Shelley's Greenbul,1,North America,jul2023
Plain-crowned Spinetail,1,North America,jul2023
Black-legged Kittiwake,12,North America,jul2023
Nocturnal Curassow,217,North America,jul2023
Puerto Rican Flycatcher,3,North America,jul2023
Chilean Swallow,4,North America,jul2023
Brown-headed Barbet,2,North America,jul2023
Eared Poorwill,1,North America,jul2023
Moustached Flowerpiercer,6,North America,jul2023
Stripe-necked Tody-Tyrant,2,North America,jul2023
White-browed Woodswallow,1,North America,jul2023
Rusty-barred Owl,2,North America,jul2023
Northern Wheatear,1,North America,jul2023
Sick's Swift,2,North America,jul2023
Western Whipbird,2,North America,jul2023
Malabar Whistling-Thrush,18,North America,jul2023
Purple-rumped Sunbird,2,North America,jul2023
Tawny-bellied Babbler,2,North America,jul2023
Chimango Caracara,2,North America,jul2023
Hangnest Tody-Tyrant,43,North America,jul2023
Gray Nightjar,1,North America,jul2023
Rufous-gorgeted Flycatcher,1,North America,jul2023
Parodi's Hemispingus,1,North America,jul2023
Black-crested Warbler,6,North America,jul2023
Black-winged Lovebird,9,North America,jul2023
Black-eared Hemispingus,2,North America,jul2023
Eurasian Griffon,1,North America,jul2023
Scaled Pigeon,1,North America,jul2023
Lesser Ground-Robin,1,North America,jul2023
Brown Honeyeater,3,North America,jul2023
Fan-tailed Cuckoo,1,North America,jul2023
Blue Dacnis,2,North America,jul2023
Lineated Foliage-gleaner,2,North America,jul2023
Puerto Rican Lizard-Cuckoo,2,North America,jul2023
Mountain Wren,1,North America,jul2023
Superb Fairywren,3,North America,jul2023
Variable Antshrike,8,North America,jul2023
Sooty Shearwater,1,North America,jul2023
Gray-headed Chickadee,6,North America,jul2023
Large-footed Finch,2,North America,jul2023
Groove-billed Ani,1,North America,jul2023
Eastern Spinebill,4,North America,jul2023
Purple-throated Euphonia,2,North America,jul2023
Buff-necked Ibis,2,North America,jul2023
Little Lorikeet,2,North America,jul2023
Uniform Treehunter,2,North America,jul2023
Guttulate Foliage-gleaner,1,North America,jul2023
Purple-crowned Lorikeet,5,North America,jul2023
Agile Tit-Tyrant,1,North America,jul2023
Satin Bowerbird,2,North America,jul2023
Sharp-tailed Streamcreeper,6,North America,jul2023
Least Auklet,1,North America,jul2023
White-throated Gerygone,2,North America,jul2023
Akekee,2,North America,jul2023
Pheasant Cuckoo,11,North America,jul2023
Whooping Motmot,25,North America,jul2023
Blue-throated Motmot,1,North America,jul2023
Gulf Coast Toad,1,North America,jul2023
Black-capped Babbler,22,North America,jul2023
Fork-tailed Bush Katydid,2,North America,jul2023
Powerful Woodpecker,5,North America,jul2023
Pectoral Sparrow,13,North America,jul2023
Temminck's Seedeater,2,North America,jul2023
Tatama Tapaculo,115,North America,jul2023
Smoky Warbler,13,North America,jul2023
Striped Owl,8,North America,jul2023
Yellow-bellied Elaenia,44,North America,jul2023
Afep Pigeon,5,North America,jul2023
Barratt's Warbler,1,North America,jul2023
Arizona Woodpecker,2,North America,jul2023
White-ruffed Manakin,3,North America,jul2023
White-browed Foliage-gleaner,4,North America,jul2023
Thick-billed Murre,1,North America,jul2023
Red-wattled Lapwing,7,North America,jul2023
Cryptic Forest-Falcon,1,North America,jul2023
Hoffmann's Woodpecker,3,North America,jul2023
Cactus Parakeet,1,North America,jul2023
Variable Chachalaca,1,North America,jul2023
Wrenthrush,5,North America,jul2023
Brown Rock Chat,3,North America,jul2023
Splendid Fairywren,1,North America,jul2023
Black-and-gold Cotinga,12,North America,jul2023
Wattled Guan,1,North America,jul2023
Chinese Hwamei,9,North America,jul2023
Andean Solitaire,2,North America,jul2023
Laughing Dove,10,North America,jul2023
Superciliaried Hemispingus,4,North America,jul2023
Great Hornbill,33,North America,jul2023
Peg-billed Finch,4,North America,jul2023
Long-tailed Rosefinch,3,North America,jul2023
Striped Woodpecker,3,North America,jul2023
Powerful Owl,9,North America,jul2023
Guira Cuckoo,1,North America,jul2023
Black Turnstone,7,North America,jul2023
Rattler Round-winged Katydid,60,North America,jul2023
Maroon-breasted Philentoma,5,North America,jul2023
Hooded Mountain-Tanager,1,North America,jul2023
Carmiol's Tanager,3,North America,jul2023
Northern Gray-headed Sparrow,1,North America,jul2023
Leymebamba Antpitta,1,North America,jul2023
Gartered Trogon,7,North America,jul2023
White-bellied Emerald,5,North America,jul2023
Cuban Green Woodpecker,1,North America,jul2023
Indigo Flowerpiercer,17,North America,jul2023
White-bellied Woodpecker,2,North America,jul2023
Violet Sabrewing,8,North America,jul2023
Common Eider,6,North America,jul2023
Northern Lapwing,2,North America,jul2023
White-bellied Hummingbird,12,North America,jul2023
Tricolored Brushfinch,4,North America,jul2023
Checker-throated Stipplethroat,10,North America,jul2023
Yucatan Flycatcher,1,North America,jul2023
Red Warbler,1,North America,jul2023
Streak-throated Swallow,1,North America,jul2023
Virginia's Warbler,5,North America,jul2023
Collared Crescentchest,1,North America,jul2023
Rusty-tailed Flycatcher,1,North America,jul2023
Spot-throat,2,North America,jul2023
Shrike-like Cotinga,1,North America,jul2023
Williamson's Sapsucker,2,North America,jul2023
Brown Noddy,1,North America,jul2023
Plumbeous Rail,1,North America,jul2023
Rufous-breasted Antthrush,4,North America,jul2023
Three-wattled Bellbird,2,North America,jul2023
Bare-throated Bellbird,7,North America,jul2023
Elegant Tern,194,North America,jul2023
Rufous-headed Pygmy-Tyrant,2,North America,jul2023
White-crowned Parrot,2,North America,jul2023
Yellow-throated Chlorospingus,2,North America,jul2023
Russet Nightingale-Thrush,2,North America,jul2023
White-lored Antpitta,3,North America,jul2023
Little Spiderhunter,7,North America,jul2023
Russet-crowned Motmot,5,North America,jul2023
Coconut Lorikeet,1,North America,jul2023
