station_locs,avg_rad,lat,lon
424,0,52.0101,4.3324
425,20.3700008392334,48.1368,11.5077
426,6.23999977111816,52.5891,6.2833
427,3.72000002861023,50.3548,-4.7808
428,0,52.2823,4.5871
429,0,52.2823,4.5872
430,0.660000026226044,37.6031,-8.2067
431,4.44999980926514,51.0568,4.892
432,3.72000002861023,51.6997,-2.3569
433,3.72000002861023,51.6999,-2.3568
434,3.72000002861023,51.6998,-2.3569
435,3.72000002861023,51.6999,-2.3567
436,3,52.3718,6.4804
437,4.44999980926514,51.0569,4.892
438,1.12999999523163,48.1151,-1.0262
439,3.03999996185303,51.4766,-0.8696
440,62.2400016784668,49.5965,6.1421
441,1.54999995231628,36.71,29.0432
442,2.5699999332428,49.3184,0.0029
443,0.610000014305115,52.6199,6.313
444,3.10999989509583,52.8251,13.8018
445,7.34000015258789,55.9726,-4.1986
446,9.09000015258789,51.4715,12.0041
447,16.0200004577637,51.3986,-3.2791
448,2.29999995231628,52.5702,-1.0289
449,5.51000022888184,50.8634,7.0556
450,28.8099994659424,51.2192,4.3917
451,22.4699993133545,52.0416,4.3224
452,7.09999990463257,51.3792,-0.3917
453,10.1000003814697,51.6469,-3.9508
454,1.01999998092651,42.011,1.5192
455,2.47000002861023,47.1464,2.2058
456,1.46000003814697,48.3806,14.1963
457,17.3799991607666,48.3809,10.8519
458,0.479999989271164,46.2174,1.9156
459,1.0900000333786,52.1346,-1.4589
460,0.790000021457672,56.2328,9.749
461,5.65000009536743,51.595,6.7
462,157.410003662109,51.5088,-0.093
463,3.86999988555908,52.3721,6.4803
464,2.21000003814697,53.1461,6.3837
465,2.21000003814697,53.1461,6.3839
466,5.15000009536743,43.2665,3.2807
467,3.86999988555908,52.3722,6.4803
468,3.86999988555908,52.3722,6.4804
469,2.21000003814697,53.1461,6.3836
470,3.86999988555908,52.3722,6.4802
471,2.82999992370605,52.372,6.4801
472,3.86999988555908,52.3721,6.4804
473,2.21000003814697,53.146,6.3836
474,9.09000015258789,45.6927,21.3099
475,3.92000007629395,52.0532,5.6392
476,2.82999992370605,52.3717,6.4803
477,1.19000005722046,52.0942,6.4499
478,3.92000007629395,52.0532,5.6391
479,4.17999982833862,52.9455,5.9267
480,27.0200004577637,50.8276,12.9182
481,11.2200002670288,48.2909,16.33
482,0.660000026226044,51.0049,2.0641
483,10.4499998092651,50.3546,7.604
484,6.73999977111816,47.4767,11.9939
485,4.65000009536743,49.4747,8.6267
486,0.850000023841858,47.5276,-0.4401
487,1.03999996185303,46.4658,6.4096
488,15.3000001907349,51.0427,13.802
489,15.3000001907349,51.0428,13.8018
490,51.2099990844727,47.215,-1.5386
491,1.19000005722046,52.0942,6.45
492,4.1100001335144,45.8297,4.7686
493,4.09999990463257,49.3219,2.3232
494,19.1299991607666,43.294,5.5827
495,22.7999992370606,38.9157,27.8178
496,1.13999998569489,47.0593,-1.3053
497,1.46000003814697,43.4791,1.526
498,1.12000000476837,44.6526,-1.1717
499,12.5600004196167,48.372,16.2999
500,12.5600004196167,48.3722,16.2997
501,0.529999971389771,61.845,25.487
502,0.519999980926514,48.5507,1.592
503,1.44000005722046,48.0084,-1.4294
504,1.57000005245209,52.065,-0.0852
505,11.3800001144409,47.4714,11.991
506,1.57000005245209,52.0652,-0.0854
507,20.3999996185303,48.807,9.2236
508,1.19000005722046,52.0943,6.45
509,2.5,50.8866,4.6433
510,2.5,50.8867,4.6431
511,2.5,50.8868,4.6431
512,2.5,50.8868,4.643
513,2.5,50.8866,4.6432
514,2.5,50.8865,4.6433
515,2.82999992370605,52.3721,6.4801
516,5.73000001907349,53.7923,-2.2927
517,15.3000001907349,51.0427,13.8019
518,3.44000005722046,53.7251,-2.7468
519,0.740000009536743,46.0758,5.9558
520,1.76999998092651,53.146,6.3835
521,9.43000030517578,47.9777,7.8006
522,9.43000030517578,47.9779,7.8005
523,9.43000030517578,47.9778,7.8007
524,9.43000030517578,47.9777,7.8007
525,9.43000030517578,47.9778,7.8006
526,17.7700004577637,55.9411,-3.0959
527,9.35000038146973,51.4669,-0.961
528,5.46000003814697,50.7994,-3.1886
529,1.91999995708466,50.6825,-3.2374
530,2.50999999046326,46.2625,6.0575
531,1.51999998092651,47.9554,-2.5226
532,2.5,50.8865,4.6431
533,1.19000005722046,52.0943,6.4501
534,1.19000005722046,52.0943,6.4502
535,1.19000005722046,52.0945,6.4501
536,2.82999992370605,52.3718,6.48
537,2.82999992370605,52.372,6.48
538,1.19000005722046,52.0942,6.4502
539,2.82999992370605,52.372,6.4804
540,2.82999992370605,52.3718,6.4801
541,1.19000005722046,52.0943,6.4498
542,1.19000005722046,52.0943,6.4503
543,1.19000005722046,52.0944,6.4502
544,1.19000005722046,52.0941,6.4501
545,1.19000005722046,52.0944,6.45
546,1.19000005722046,52.0943,6.4499
547,1.19000005722046,52.0942,6.4503
548,9.15999984741211,51.3642,7.4883
549,1.19000005722046,52.0945,6.4497
550,2.82999992370605,52.3717,6.4801
551,2.82999992370605,52.3719,6.48
552,1.19000005722046,52.0942,6.4496
553,2.5,50.8865,4.6432
554,2.5,50.8866,4.643
555,2.5,50.8868,4.6433
556,1.19000005722046,52.0944,6.4499
557,9.15999984741211,51.3642,7.4884
558,2.5,50.8867,4.6433
559,2.5,50.8867,4.6432
560,2.77999997138977,50.6496,3.9236
561,9.15999984741211,51.3643,7.4884
562,2.82999992370605,52.3721,6.48
563,9.43000030517578,47.9778,7.8005
564,12.5600004196167,48.3722,16.2999
565,1.76999998092651,53.1462,6.3838
566,9.15999984741211,51.3642,7.4885
567,9.43000030517578,47.978,7.8005
568,11.3800001144409,47.4713,11.991
569,9.43000030517578,47.9779,7.8007
570,9.43000030517578,47.9776,7.8005
571,10.4700002670288,53.513,10.0805
572,9.43000030517578,47.978,7.8006
573,14.2399997711182,50.7182,7.0505
574,9.43000030517578,47.9777,7.8004
575,9.43000030517578,47.9777,7.8005
576,20.3999996185303,48.807,9.2237
577,1.76999998092651,53.1461,6.3835
578,20.3999996185303,48.807,9.2233
579,1.76999998092651,53.1461,6.3838
580,1.76999998092651,53.1462,6.384
581,20.3999996185303,48.807,9.2238
582,21.25,48.8069,9.2239
583,20.3999996185303,48.807,9.2235
584,1.76999998092651,53.146,6.3837
585,3.59999990463257,51.2769,7.107
586,11.3800001144409,47.4714,11.9909
587,2.82999992370605,52.3717,6.4802
588,1.57000005245209,52.065,-0.0851
589,12.5600004196167,48.3721,16.2998
590,12.5600004196167,48.3721,16.2997
591,1.76999998092651,53.1463,6.3839
592,5.36999988555908,52.3723,6.4802
593,4.1100001335144,45.8297,4.7683
594,4.1100001335144,45.8298,4.7686
595,4.1100001335144,45.8297,4.7684
596,3.50999999046326,45.8297,4.7687
597,3.50999999046326,45.8296,4.7685
598,2.49000000953674,51.215,-0.3186
599,2.49000000953674,51.215,-0.3185
600,2.49000000953674,51.215,-0.3187
601,12.5600004196167,48.3721,16.3
602,3.59999990463257,51.2769,7.1074
603,37.9700012207031,48.8078,2.3746
604,1.19000005722046,52.0944,6.4501
605,1.19000005722046,52.0944,6.4503
606,1.19000005722046,52.0941,6.4504
607,1.19000005722046,52.0944,6.4495
608,1.19000005722046,52.0944,6.4498
609,9.15999984741211,51.3641,7.4885
610,2.5,50.8866,4.6431
611,1.76999998092651,53.1462,6.3839
612,2.5,50.8867,4.643
613,1.76999998092651,53.1462,6.3837
614,1.76999998092651,53.1462,6.3836
615,1.19000005722046,52.0943,6.4497
616,1.76999998092651,53.146,6.3838
617,11.3800001144409,47.4712,11.991
618,1.76999998092651,53.1463,6.3837
619,11.3800001144409,47.4709,11.9911
620,2.5,50.8868,4.6432
621,2.1800000667572,48.2255,10.7692
622,1.76999998092651,53.1463,6.3838
623,11.3800001144409,47.4713,11.9911
624,12.5600004196167,48.3722,16.3
625,11.3800001144409,47.4716,11.9911
626,1.76999998092651,53.146,6.3839
627,1.76999998092651,53.1459,6.3837
628,11.3800001144409,47.4715,11.9911
629,1.57000005245209,52.0651,-0.0852
630,1.57000005245209,52.0651,-0.0853
631,12.5600004196167,48.3721,16.2999
632,1.76999998092651,53.1461,6.384
633,3.33999991416931,52.2064,6.7996
634,9.15999984741211,51.3641,7.4886
635,2.82999992370605,52.372,6.4799
636,2.82999992370605,52.372,6.4805
637,1.19000005722046,52.0942,6.4504
638,1.19000005722046,52.0943,6.4496
639,0.839999973773956,50.6018,4.4911
640,1.19000005722046,52.0942,6.4498
641,1.19000005722046,52.0945,6.45
642,11.3800001144409,47.4714,11.9911
643,12.5600004196167,48.3722,16.2998
644,2.49000000953674,51.2152,-0.3185
645,9.15999984741211,51.3643,7.4883
646,2.49000000953674,51.2149,-0.3184
647,17.6100006103516,55.9409,-3.0956
648,1.57000005245209,52.065,-0.0853
649,2.49000000953674,51.2151,-0.3187
650,2.49000000953674,51.2152,-0.3186
651,2.49000000953674,51.2149,-0.3186
652,10.6300001144409,51.2769,7.1077
653,1.76999998092651,53.1463,6.3836
654,1.19000005722046,52.0941,6.4502
655,1.19000005722046,52.0941,6.4503
656,1.19000005722046,52.0941,6.4505
657,2.49000000953674,51.2151,-0.3185
658,1.57000005245209,52.0651,-0.0851
659,9.15999984741211,51.3641,7.4884
660,1.19000005722046,52.0944,6.4497
661,23.3799991607666,47.7069,16.0345
662,8.56999969482422,53.2253,-6.6526
663,2.82999992370605,52.3721,6.4799
664,9.15999984741211,51.3642,7.4887
665,1.19000005722046,52.0942,6.4497
666,11.3800001144409,47.4711,11.9911
667,11.3800001144409,47.4716,11.9909
668,4.1100001335144,45.8298,4.7683
669,3.50999999046326,45.8296,4.7684
670,11.3800001144409,47.4712,11.9911
671,20.9200000762939,47.471,11.9912
672,11.3800001144409,47.4714,11.9908
673,1.57000005245209,52.0649,-0.0853
674,11.3800001144409,47.4715,11.991
675,11.3800001144409,47.4716,11.9908
676,9.43000030517578,47.9779,7.8006
677,20.9200000762939,47.4717,11.991
678,20.9200000762939,47.471,11.991
679,9.15999984741211,51.364,7.4886
680,3.24000000953674,53.3566,-3.0873
681,3.24000000953674,53.3565,-3.0874
682,3.66000008583069,53.3565,-3.0873
683,3.24000000953674,53.3565,-3.0875
684,5.36999988555908,52.3719,6.4805
685,1.19000005722046,52.0942,6.4507
686,5.36999988555908,52.3722,6.48
687,9.15999984741211,51.3642,7.4886
688,9.15999984741211,51.3641,7.4887
689,5.36999988555908,52.3723,6.4803
690,1.19000005722046,52.0943,6.4504
691,9.15999984741211,51.3643,7.4885
692,1.19000005722046,52.0942,6.4505
693,1.57000005245209,52.0651,-0.0854
694,1.57000005245209,52.0649,-0.0851
695,9.68000030517578,51.3644,7.4884
696,1.57000005245209,52.065,-0.0849
697,1.57000005245209,52.0652,-0.0852
698,2.82999992370605,52.3722,6.4805
699,17.6100006103516,55.9411,-3.0961
700,58.2299995422363,47.2145,-1.5512
701,1.57000005245209,52.0653,-0.0851
702,4.1100001335144,45.8297,4.7685
703,12.5600004196167,48.372,16.2998
704,1.19000005722046,52.0942,6.4508
705,1.57000005245209,52.0649,-0.0852
706,1.5,52.0649,-0.0848
707,11.3800001144409,47.4716,11.9912
708,1.57000005245209,52.0652,-0.0851
709,11.3800001144409,47.4712,11.9909
710,2.49000000953674,51.2151,-0.3184
711,2.82999992370605,52.3722,6.4801
