id,lat,lon,date
6886,-25.768,28.2704,2023-07-13
6887,-25.768,28.2704,2023-07-14
6888,-25.768,28.2704,2023-07-15
6819,-26.1244,28.0344,2023-07-15
6889,-25.768,28.2704,2023-07-16
6890,-25.768,28.2704,2023-07-17
8265,6.2733,34.3858,2023-06-12
8263,6.2733,34.3858,2023-06-10
8266,6.2733,34.3858,2023-06-13
8267,6.2733,34.3858,2023-06-15
6871,-25.768,28.2704,2023-06-16
6859,-25.768,28.2704,2023-06-01
6860,-25.768,28.2704,2023-06-02
6861,-25.768,28.2704,2023-06-03
6862,-25.768,28.2704,2023-06-04
6863,-25.768,28.2704,2023-06-05
6864,-25.768,28.2704,2023-06-06
6818,-26.1244,28.0344,2023-06-07
6865,-25.768,28.2704,2023-06-09
6866,-25.768,28.2704,2023-06-10
6867,-25.768,28.2704,2023-06-11
6868,-25.768,28.2704,2023-06-12
6869,-25.768,28.2704,2023-06-14
6870,-25.768,28.2704,2023-06-15
6872,-25.768,28.2704,2023-06-18
6873,-25.768,28.2704,2023-06-20
6874,-25.768,28.2704,2023-06-21
6875,-25.768,28.2704,2023-06-23
6876,-25.768,28.2704,2023-06-26
6877,-25.768,28.2704,2023-06-29
6878,-25.768,28.2704,2023-06-30
8264,6.2733,34.3858,2023-06-11
8268,6.2733,34.3858,2023-06-29
8243,5.3089,31.8256,2023-03-05
8244,5.3089,31.8256,2023-03-07
8245,5.3089,31.8256,2023-03-10
8246,5.3089,31.8256,2023-03-12
8247,5.3089,31.8256,2023-03-22
8248,5.3089,31.8256,2023-03-25
8249,5.3089,31.8256,2023-03-29
6823,-25.768,28.2704,2023-03-18
6830,-25.768,28.2704,2023-03-30
8250,5.3089,31.8256,2023-03-31
6820,-25.768,28.2704,2023-03-09
6821,-25.768,28.2704,2023-03-12
6822,-25.768,28.2704,2023-03-14
6824,-25.768,28.2704,2023-03-20
6825,-25.768,28.2704,2023-03-21
6826,-25.768,28.2704,2023-03-24
6827,-25.768,28.2704,2023-03-25
6828,-25.768,28.2704,2023-03-26
6829,-25.768,28.2704,2023-03-27
6831,-25.768,28.2704,2023-03-31
6942,-25.76,28.27,2024-03-03
8170,-1.9449,30.0623,2024-03-01
6943,-25.76,28.27,2024-03-04
6944,-25.76,28.27,2024-03-05
6945,-25.76,28.27,2024-03-07
6946,-25.76,28.27,2024-03-08
8171,-1.9449,30.0623,2024-03-08
6947,-25.76,28.27,2024-03-09
8172,-1.9449,30.0623,2024-03-10
6948,-25.76,28.27,2024-03-12
8173,-1.9449,30.0623,2024-03-12
6949,-25.76,28.27,2024-03-17
8174,-1.9449,30.0623,2024-03-18
6950,-25.76,28.27,2024-03-18
8175,-1.9449,30.0623,2024-03-19
8205,3.3799,-76.5194,2024-03-19
6951,-25.76,28.27,2024-03-20
6952,-25.76,28.27,2024-03-22
8176,-1.9449,30.0623,2024-03-22
8177,-1.9449,30.0623,2024-03-23
6953,-25.76,28.27,2024-03-24
8178,-1.9449,30.0623,2024-03-24
6954,-25.76,28.27,2024-03-25
6955,-25.76,28.27,2024-03-26
8179,-1.9449,30.0623,2024-03-27
6956,-25.76,28.27,2024-03-28
8180,-1.9449,30.0623,2024-03-29
6957,-25.76,28.27,2024-03-29
6958,-25.76,28.27,2024-03-30
6959,-25.76,28.27,2024-03-31
8202,3.3796,-76.5194,2024-03-31
8204,3.3797,-76.5193,2024-03-31
14691,32.6422,-97.3774,2024-03-06
7762,-22.555,28.9501,2024-03-01
7767,-22.555,28.9501,2024-03-13
7763,-22.555,28.9501,2024-03-06
7764,-22.555,28.9501,2024-03-07
7766,-22.555,28.9501,2024-03-12
7768,-22.555,28.9501,2024-03-21
7769,-22.555,28.9501,2024-03-24
7771,-22.555,28.9501,2024-03-28
8203,3.3796,-76.5193,2024-03-22
7765,-22.555,28.9501,2024-03-10
7770,-22.555,28.9501,2024-03-27
7772,-22.555,28.9501,2024-03-29
7773,-22.555,28.9501,2024-03-31
6842,-25.768,28.2704,2023-05-02
6841,-25.768,28.2704,2023-05-01
6843,-25.768,28.2704,2023-05-04
6844,-25.768,28.2704,2023-05-09
6845,-25.768,28.2704,2023-05-10
6846,-25.768,28.2704,2023-05-11
6847,-25.768,28.2704,2023-05-12
6848,-25.768,28.2704,2023-05-13
6849,-25.768,28.2704,2023-05-16
6850,-25.768,28.2704,2023-05-18
6851,-25.768,28.2704,2023-05-19
6852,-25.768,28.2704,2023-05-20
6853,-25.768,28.2704,2023-05-21
6854,-25.768,28.2704,2023-05-22
6855,-25.768,28.2704,2023-05-24
6856,-25.768,28.2704,2023-05-25
6857,-25.768,28.2704,2023-05-26
6858,-25.768,28.2704,2023-05-27
8311,6.2733,34.3858,2023-11-01
8316,6.2733,34.3858,2023-11-09
8317,6.2733,34.3858,2023-11-10
8319,6.2733,34.3858,2023-11-12
8328,6.2733,34.3858,2023-11-22
8334,6.2733,34.3858,2023-11-28
8335,6.2733,34.3858,2023-11-29
8336,6.2733,34.3858,2023-11-30
8312,6.2733,34.3858,2023-11-02
8313,6.2733,34.3858,2023-11-03
8314,6.2733,34.3858,2023-11-04
8315,6.2733,34.3858,2023-11-05
8326,6.2733,34.3858,2023-11-20
8333,6.2733,34.3858,2023-11-27
8318,6.2733,34.3858,2023-11-11
8323,6.2733,34.3858,2023-11-17
8330,6.2733,34.3858,2023-11-24
8332,6.2733,34.3858,2023-11-26
6910,-25.76,28.27,2023-11-07
6911,-25.76,28.27,2023-11-08
8130,-1.9449,30.0623,2023-11-08
6912,-25.76,28.27,2023-11-09
6913,-25.76,28.27,2023-11-10
6914,-25.76,28.27,2023-11-11
8131,-1.9449,30.0623,2023-11-11
6915,-25.76,28.27,2023-11-12
8132,-1.9449,30.0623,2023-11-13
6916,-25.76,28.27,2023-11-15
8133,-1.9449,30.0623,2023-11-15
6917,-25.76,28.27,2023-11-16
6918,-25.76,28.27,2023-11-18
6919,-25.76,28.27,2023-11-19
6920,-25.76,28.27,2023-11-22
8134,-1.9449,30.0623,2023-11-25
6921,-25.76,28.27,2023-11-26
8135,-1.9449,30.0623,2023-11-29
8136,-1.9449,30.0623,2023-11-30
8331,6.2733,34.3858,2023-11-25
8329,6.2733,34.3858,2023-11-23
8320,6.2733,34.3858,2023-11-13
8321,6.2733,34.3858,2023-11-15
8322,6.2733,34.3858,2023-11-16
8324,6.2733,34.3858,2023-11-18
8325,6.2733,34.3858,2023-11-19
8327,6.2733,34.3858,2023-11-21
8301,6.2733,34.3858,2023-10-13
8302,6.2733,34.3858,2023-10-14
8304,6.2733,34.3858,2023-10-16
8305,6.2733,34.3858,2023-10-17
8307,6.2733,34.3858,2023-10-21
8308,6.2733,34.3858,2023-10-26
8309,6.2733,34.3858,2023-10-30
8303,6.2733,34.3858,2023-10-15
6903,-25.76,28.27,2023-10-06
8123,-1.9449,30.0623,2023-10-10
6904,-25.76,28.27,2023-10-14
8124,-1.9449,30.0623,2023-10-17
6905,-25.76,28.27,2023-10-18
8125,-1.9449,30.0623,2023-10-19
6906,-25.76,28.27,2023-10-20
6907,-25.76,28.27,2023-10-21
6908,-25.76,28.27,2023-10-23
8126,-1.9449,30.0623,2023-10-24
8127,-1.9449,30.0623,2023-10-25
6909,-25.76,28.27,2023-10-28
8128,-1.9449,30.0623,2023-10-30
8129,-1.9449,30.0623,2023-10-31
8310,6.2733,34.3858,2023-10-31
8306,6.2733,34.3858,2023-10-18
8294,6.2733,34.3858,2023-09-12
8295,6.2733,34.3858,2023-09-13
8297,6.2733,34.3858,2023-09-21
8296,6.2733,34.3858,2023-09-20
8298,6.2733,34.3858,2023-09-22
8299,6.2733,34.3858,2023-09-23
8300,6.2733,34.3858,2023-09-24
6898,-25.76,28.27,2023-09-12
6899,-25.76,28.27,2023-09-14
6901,-25.76,28.27,2023-09-20
6902,-25.76,28.27,2023-09-22
6900,-25.76,28.27,2023-09-18
9002,14.4005,121.0131,2023-04-02
9006,14.4005,121.0131,2023-04-06
9014,14.4005,121.0131,2023-04-14
9001,14.4005,121.0131,2023-04-01
9003,14.4005,121.0131,2023-04-03
9004,14.4005,121.0131,2023-04-04
9005,14.4005,121.0131,2023-04-05
9007,14.4005,121.0131,2023-04-07
9008,14.4005,121.0131,2023-04-08
9009,14.4005,121.0131,2023-04-09
9010,14.4005,121.0131,2023-04-10
9011,14.4005,121.0131,2023-04-11
9012,14.4005,121.0131,2023-04-12
9013,14.4005,121.0131,2023-04-13
9015,14.4005,121.0131,2023-04-15
9016,14.4005,121.0131,2023-04-16
9017,14.4005,121.0131,2023-04-17
9018,14.4005,121.0131,2023-04-18
9019,14.4005,121.0131,2023-04-19
9020,14.4005,121.0131,2023-04-20
9021,14.4005,121.0131,2023-04-21
9022,14.4005,121.0131,2023-04-22
9023,14.4005,121.0131,2023-04-23
9024,14.4005,121.0131,2023-04-24
9025,14.4005,121.0131,2023-04-25
9026,14.4005,121.0131,2023-04-26
9027,14.4005,121.0131,2023-04-27
9028,14.4005,121.0131,2023-04-28
9029,14.4005,121.0131,2023-04-29
9030,14.4005,121.0131,2023-04-30
9314,22.7583,113.8538,2023-08-09
9290,22.7582,113.8539,2023-08-13
9236,22.7581,113.8537,2023-08-14
9291,22.7582,113.8539,2023-08-21
9352,22.7589,113.8542,2023-08-22
9240,22.7581,113.8538,2023-08-22
9353,22.7589,113.8542,2023-08-25
72057,50.0339,19.9301,2023-08-25
9354,22.7589,113.8542,2023-08-26
9265,22.7582,113.8538,2023-08-27
9355,22.7589,113.8542,2023-08-28
9307,22.7582,113.8541,2023-08-30
8922,13.9279,100.1443,2023-08-13
8923,13.9279,100.1443,2023-08-22
8924,13.9279,100.1443,2023-08-25
8925,13.9279,100.1443,2023-08-29
8926,13.9279,100.1443,2023-08-30
72197,50.0342,19.9292,2023-08-11
72168,50.0341,19.9293,2023-08-26
72105,50.034,19.9295,2023-08-23
9348,22.7588,113.8538,2023-08-05
9324,22.7583,113.8539,2023-08-10
9262,22.7582,113.8538,2023-08-12
72151,50.0341,19.9287,2023-08-14
72170,50.0341,19.9294,2023-08-16
72164,50.0341,19.9293,2023-08-17
9238,22.7581,113.8538,2023-08-18
9239,22.7581,113.8538,2023-08-19
9309,22.7583,113.8537,2023-08-20
9233,22.7581,113.8535,2023-08-23
9263,22.7582,113.8538,2023-08-25
72173,50.0341,19.9294,2023-08-26
9264,22.7582,113.8538,2023-08-26
9227,22.7579,113.8537,2023-08-30
72073,50.034,19.9293,2023-08-07
72087,50.034,19.9294,2023-08-11
72154,50.0341,19.9291,2023-08-12
71997,50.0336,19.9312,2023-08-12
72202,50.0342,19.9298,2023-08-12
72012,50.0339,19.9293,2023-08-14
72088,50.034,19.9294,2023-08-15
72200,50.0342,19.9297,2023-08-15
72074,50.034,19.9293,2023-08-17
72058,50.0339,19.9302,2023-08-18
72089,50.034,19.9294,2023-08-18
72075,50.034,19.9293,2023-08-18
72003,50.0338,19.9294,2023-08-18
72045,50.0339,19.9299,2023-08-18
72005,50.0338,19.9299,2023-08-18
72101,50.034,19.9295,2023-08-18
72192,50.0341,19.9298,2023-08-18
72056,50.0339,19.9301,2023-08-19
72025,50.0339,19.9296,2023-08-19
72001,50.0338,19.9284,2023-08-19
72090,50.034,19.9294,2023-08-19
72102,50.034,19.9295,2023-08-19
72205,50.0343,19.9292,2023-08-19
72076,50.034,19.9293,2023-08-19
71998,50.0336,19.9314,2023-08-19
71999,50.0336,19.9316,2023-08-19
72186,50.0341,19.9297,2023-08-19
72208,50.0585,19.9342,2023-08-20
72114,50.034,19.9296,2023-08-20
71994,50.0331,19.9322,2023-08-20
71993,50.0331,19.931,2023-08-20
72046,50.0339,19.9299,2023-08-20
72026,50.0339,19.9296,2023-08-20
72103,50.034,19.9295,2023-08-20
72136,50.034,19.9298,2023-08-20
72104,50.034,19.9295,2023-08-21
72115,50.034,19.9296,2023-08-21
72021,50.0339,19.9295,2023-08-21
72027,50.0339,19.9296,2023-08-21
72031,50.0339,19.9297,2023-08-21
72091,50.034,19.9294,2023-08-21
72165,50.0341,19.9293,2023-08-21
72171,50.0341,19.9294,2023-08-21
72137,50.034,19.9298,2023-08-21
72077,50.034,19.9293,2023-08-22
72128,50.034,19.9297,2023-08-22
72116,50.034,19.9296,2023-08-23
72155,50.0341,19.9291,2023-08-23
72198,50.0342,19.9292,2023-08-23
72060,50.034,19.9288,2023-08-23
72152,50.0341,19.929,2023-08-23
72142,50.034,19.9299,2023-08-23
72166,50.0341,19.9293,2023-08-23
72064,50.034,19.9291,2023-08-23
72195,50.0342,19.9284,2023-08-24
72156,50.0341,19.9291,2023-08-24
72068,50.034,19.9292,2023-08-24
72117,50.034,19.9296,2023-08-24
72032,50.0339,19.9297,2023-08-24
72092,50.034,19.9294,2023-08-24
72078,50.034,19.9293,2023-08-24
72172,50.0341,19.9294,2023-08-24
72187,50.0341,19.9297,2023-08-24
72167,50.0341,19.9293,2023-08-25
72011,50.0339,19.9292,2023-08-25
72118,50.034,19.9296,2023-08-25
72028,50.0339,19.9296,2023-08-25
72007,50.0338,19.93,2023-08-25
72052,50.0339,19.93,2023-08-25
72069,50.034,19.9292,2023-08-25
72013,50.0339,19.9294,2023-08-25
72106,50.034,19.9295,2023-08-26
72119,50.034,19.9296,2023-08-26
72053,50.0339,19.93,2023-08-26
72129,50.034,19.9297,2023-08-26
72014,50.0339,19.9294,2023-08-26
72188,50.0341,19.9297,2023-08-27
71995,50.0334,19.9314,2023-08-27
72148,50.034,19.9303,2023-08-27
72004,50.0338,19.9298,2023-08-27
72015,50.0339,19.9294,2023-08-27
72130,50.034,19.9297,2023-08-27
72181,50.0341,19.9295,2023-08-27
72006,50.0338,19.9299,2023-08-27
72159,50.0341,19.9292,2023-08-27
72157,50.0341,19.9291,2023-08-27
72065,50.034,19.9291,2023-08-27
72039,50.0339,19.9298,2023-08-27
72047,50.0339,19.9299,2023-08-27
72033,50.0339,19.9297,2023-08-27
72107,50.034,19.9295,2023-08-27
72108,50.034,19.9295,2023-08-28
72079,50.034,19.9293,2023-08-28
72174,50.0341,19.9294,2023-08-28
8951,13.9279,100.1443,2023-12-02
8953,13.9279,100.1443,2023-12-12
8954,13.9279,100.1443,2023-12-13
8955,13.9279,100.1443,2023-12-16
8956,13.9279,100.1443,2023-12-17
9170,22.5559,114.0577,2023-12-11
9171,22.5559,114.0577,2023-12-12
9173,22.5559,114.0577,2023-12-20
9176,22.5559,114.0577,2023-12-25
9177,22.5559,114.0577,2023-12-28
9178,22.5559,114.0577,2023-12-29
8950,13.9279,100.1443,2023-12-01
8952,13.9279,100.1443,2023-12-04
8958,13.9279,100.1443,2023-12-23
8959,13.9279,100.1443,2023-12-24
8960,13.9279,100.1443,2023-12-28
8961,13.9279,100.1443,2023-12-31
22379,35.6221,-78.7447,2023-12-19
22184,35.6071,-78.8564,2023-12-28
22183,35.607,-78.8563,2023-12-28
22186,35.6073,-78.8559,2023-12-29
22185,35.6071,-78.8564,2023-12-29
8957,13.9279,100.1443,2023-12-19
9172,22.5559,114.0577,2023-12-13
9174,22.5559,114.0577,2023-12-21
9175,22.5559,114.0577,2023-12-23
9179,22.5559,114.0577,2023-12-30
72139,50.034,19.9298,2023-12-17
72124,50.034,19.9296,2023-12-29
72070,50.034,19.9292,2023-12-29
72112,50.034,19.9295,2023-12-30
72158,50.0341,19.9291,2023-12-30
72175,50.0341,19.9294,2023-12-30
72062,50.034,19.9289,2023-12-30
72063,50.034,19.9289,2023-12-31
72010,50.0339,19.9291,2023-12-31
8864,12.8996,80.2209,2024-02-01
9198,22.5559,114.0577,2024-02-08
9199,22.5559,114.0577,2024-02-09
9245,22.7581,113.8538,2024-02-09
9201,22.5559,114.0577,2024-02-12
9225,22.7576,113.8546,2024-02-14
9204,22.5559,114.0577,2024-02-15
9208,22.5559,114.0577,2024-02-22
9293,22.7582,113.8539,2024-02-24
9210,22.5559,114.0577,2024-02-24
9319,22.7583,113.8538,2024-02-24
8967,13.9279,100.1443,2024-02-24
9211,22.5559,114.0577,2024-02-25
9339,22.7584,113.8539,2024-02-26
9212,22.5559,114.0577,2024-02-26
8865,12.9791,80.1867,2024-02-26
9344,22.7585,113.8537,2024-02-27
8964,13.9279,100.1443,2024-02-04
8965,13.9279,100.1443,2024-02-06
8966,13.9279,100.1443,2024-02-10
9311,22.7583,113.8537,2024-02-13
22672,35.8364,-78.7852,2024-02-25
9234,22.7581,113.8536,2024-02-16
9278,22.7582,113.8538,2024-02-18
9347,22.7585,113.8544,2024-02-22
9200,22.5559,114.0577,2024-02-10
9343,22.7585,113.8537,2024-02-10
9202,22.5559,114.0577,2024-02-13
9203,22.5559,114.0577,2024-02-14
9325,22.7583,113.8539,2024-02-17
9205,22.5559,114.0577,2024-02-17
9329,22.7583,113.854,2024-02-17
9345,22.7585,113.8538,2024-02-17
9351,22.7589,113.854,2024-02-17
9206,22.5559,114.0577,2024-02-18
9318,22.7583,113.8538,2024-02-18
9279,22.7582,113.8538,2024-02-20
9207,22.5559,114.0577,2024-02-21
9292,22.7582,113.8539,2024-02-21
9229,22.758,113.8536,2024-02-21
9209,22.5559,114.0577,2024-02-23
9213,22.5559,114.0577,2024-02-28
9280,22.7582,113.8538,2024-02-28
9183,22.5559,114.0577,2024-01-05
9184,22.5559,114.0577,2024-01-07
9185,22.5559,114.0577,2024-01-08
9186,22.5559,114.0577,2024-01-09
9187,22.5559,114.0577,2024-01-10
9188,22.5559,114.0577,2024-01-11
9189,22.5559,114.0577,2024-01-12
9190,22.5559,114.0577,2024-01-13
8911,13.6639,100.6051,2024-01-14
9191,22.5559,114.0577,2024-01-14
9192,22.5559,114.0577,2024-01-15
9193,22.5559,114.0577,2024-01-17
9194,22.5559,114.0577,2024-01-18
9196,22.5559,114.0577,2024-01-20
9197,22.5559,114.0577,2024-01-21
22380,35.6241,-78.7417,2024-01-13
8962,13.9279,100.1443,2024-01-01
8963,13.9279,100.1443,2024-01-10
20494,35.0715,33.1611,2024-01-18
9180,22.5559,114.0577,2024-01-01
9181,22.5559,114.0577,2024-01-03
9182,22.5559,114.0577,2024-01-04
9195,22.5559,114.0577,2024-01-19
72000,50.0337,19.9303,2024-01-01
72182,50.0341,19.9295,2024-01-01
9154,22.5559,114.0577,2023-07-12
9323,22.7583,113.8539,2023-07-29
21427,35.3356,25.0924,2023-07-29
21425,35.3355,25.0926,2023-07-30
8919,13.9279,100.1443,2023-07-05
8920,13.9279,100.1443,2023-07-09
8921,13.9279,100.1443,2023-07-23
72085,50.034,19.9294,2023-07-19
21424,35.335,25.0925,2023-07-27
21429,35.3356,25.0927,2023-07-27
21426,35.3356,25.0924,2023-07-28
21428,35.3356,25.0926,2023-07-29
72183,50.0341,19.9296,2023-07-19
72030,50.0339,19.9297,2023-07-19
72184,50.0341,19.9296,2023-07-20
72099,50.034,19.9295,2023-07-20
72191,50.0341,19.9298,2023-07-20
72180,50.0341,19.9295,2023-07-21
72038,50.0339,19.9298,2023-07-22
8916,13.9279,100.1443,2023-06-09
8917,13.9279,100.1443,2023-06-13
8918,13.9279,100.1443,2023-06-17
9053,14.4005,121.0131,2023-06-19
8986,14.4005,121.0131,2023-03-17
8993,14.4005,121.0131,2023-03-24
8996,14.4005,121.0131,2023-03-27
9000,14.4005,121.0131,2023-03-31
8970,14.4005,121.0131,2023-03-01
8971,14.4005,121.0131,2023-03-02
8972,14.4005,121.0131,2023-03-03
8973,14.4005,121.0131,2023-03-04
8974,14.4005,121.0131,2023-03-05
8975,14.4005,121.0131,2023-03-06
8976,14.4005,121.0131,2023-03-07
8977,14.4005,121.0131,2023-03-08
8978,14.4005,121.0131,2023-03-09
8979,14.4005,121.0131,2023-03-10
8980,14.4005,121.0131,2023-03-11
8981,14.4005,121.0131,2023-03-12
8982,14.4005,121.0131,2023-03-13
8983,14.4005,121.0131,2023-03-14
8984,14.4005,121.0131,2023-03-15
8985,14.4005,121.0131,2023-03-16
8987,14.4005,121.0131,2023-03-18
8988,14.4005,121.0131,2023-03-19
8989,14.4005,121.0131,2023-03-20
8990,14.4005,121.0131,2023-03-21
8991,14.4005,121.0131,2023-03-22
8992,14.4005,121.0131,2023-03-23
8994,14.4005,121.0131,2023-03-25
8995,14.4005,121.0131,2023-03-26
8997,14.4005,121.0131,2023-03-28
8998,14.4005,121.0131,2023-03-29
8999,14.4005,121.0131,2023-03-30
8968,13.9279,100.1443,2024-03-21
8969,13.9279,100.1443,2024-03-25
9294,22.7582,113.8539,2024-03-01
9214,22.5559,114.0577,2024-03-01
8866,12.9792,80.1866,2024-03-05
9217,22.5559,114.0577,2024-03-08
9232,22.758,113.8543,2024-03-09
9218,22.5559,114.0577,2024-03-09
9220,22.5559,114.0577,2024-03-12
9247,22.7581,113.8538,2024-03-16
9251,22.7581,113.8538,2024-03-30
9129,22.2113,113.5384,2024-03-07
9130,22.2113,113.5384,2024-03-08
9131,22.2113,113.5384,2024-03-09
9132,22.2113,113.5384,2024-03-10
9133,22.2113,113.5384,2024-03-11
9134,22.2113,113.5384,2024-03-12
9135,22.2113,113.5384,2024-03-14
9136,22.2113,113.5384,2024-03-15
9137,22.2113,113.5384,2024-03-16
9138,22.2113,113.5384,2024-03-18
9139,22.2113,113.5384,2024-03-19
9140,22.2113,113.5384,2024-03-20
9141,22.2113,113.5384,2024-03-21
9142,22.2113,113.5384,2024-03-22
9143,22.2113,113.5384,2024-03-27
9144,22.2113,113.5384,2024-03-28
9145,22.2113,113.5384,2024-03-30
